Day_of_Week,Time_of_Day,Weather,Mood,Social_Context,Location,Sleep_Hours,Work_Intensity,Temperature_Preference,Milk_Type,Sugar_Level,Caffeine_Strength,Cup_Size,Spend_Amount_USD,Coffee_Type
Saturday,Morning,Cold/Snowy,Stressed,With Friends,On-the-Go,8.6,Medium,Iced,Whole Milk,Low,Medium,Medium,4.26,Espresso
Thursday,Morning,Sunny,Relaxed,Alone,Cafe,6.8,Low,Hot,Whole Milk,None,Light,Small,4.79,Flat White
Monday,Morning,Sunny,Tired,Alone,On-the-Go,3.3,Low,Hot,Oat Milk,Medium,Medium,Medium,3.24,Espresso
Thursday,Morning,Cloudy,Relaxed,Alone,Cafe,5.5,Medium,Hot,None (Black),High,Light,Medium,4.52,Cappuccino
Thursday,Morning,Rainy,Tired,Alone,Cafe,5.2,High,Iced,Oat Milk,None,Medium,Small,3.02,Americano
Friday,Morning,Cloudy,Tired,With Friends,Office,5.7,High,Hot,Oat Milk,Low,Medium,Medium,5.17,Espresso
Wednesday,Afternoon,Sunny,Tired,Alone,Office,7.3,Low,Hot,Whole Milk,Low,Medium,Large,2.99,Cappuccino
Monday,Morning,Sunny,Energetic,Alone,On-the-Go,6.3,Medium,Iced,None (Black),None,Light,Medium,6.45,Espresso
Tuesday,Evening,Cloudy,Tired,Alone,Office,6.4,Medium,Hot,None (Black),None,Medium,Medium,5.33,Espresso
Wednesday,Evening,Rainy,Tired,Alone,Office,8.5,Medium,Hot,Whole Milk,Low,Medium,Medium,6.12,Cold Brew
Friday,Morning,Sunny,Tired,Alone,Office,5.5,Medium,Iced,Oat Milk,Medium,Strong,Medium,4.59,Espresso
Thursday,Afternoon,Cloudy,Tired,With Colleague,Office,9.3,Low,Hot,Whole Milk,None,Medium,Medium,4.41,Cappuccino
Wednesday,Morning,Rainy,Stressed,Alone,Office,5.5,Medium,Hot,None (Black),Low,Medium,Medium,2.99,Espresso
Sunday,Evening,Rainy,Energetic,Alone,Home,6.6,Medium,Hot,None (Black),Medium,Medium,Small,5.12,Americano
Friday,Morning,Rainy,Tired,Alone,On-the-Go,6.1,High,Iced,Whole Milk,High,Light,Medium,5.07,Espresso
Tuesday,Afternoon,Cloudy,Stressed,Alone,Office,6.7,High,Hot,Whole Milk,High,Strong,Medium,4.84,Espresso
Monday,Afternoon,Cloudy,Relaxed,With Friends,Office,7.2,Low,Hot,None (Black),Low,Medium,Medium,6.2,Latte
Tuesday,Morning,Cloudy,Relaxed,With Friends,Home,7.2,Low,Iced,None (Black),High,Medium,Medium,6.66,Latte
Tuesday,Morning,Sunny,Tired,With Friends,Home,5.4,High,Hot,Whole Milk,None,Light,Medium,6.25,Espresso
Tuesday,Afternoon,Cloudy,Stressed,Alone,Home,4.8,Medium,Hot,Whole Milk,Medium,Medium,Small,3.22,Flat White
Tuesday,Afternoon,Cloudy,Tired,Alone,Cafe,10.0,High,Hot,Whole Milk,Medium,Medium,Medium,5.61,Cold Brew
Tuesday,Morning,Cloudy,Tired,With Colleague,Home,5.8,Low,Iced,Oat Milk,None,Medium,Medium,2.9,Americano
Tuesday,Afternoon,Sunny,Tired,On a Date,On-the-Go,7.5,Medium,Hot,Whole Milk,Low,Medium,Small,5.97,Iced Latte
Sunday,Morning,Cold/Snowy,Relaxed,Alone,Home,4.1,Medium,Iced,None (Black),None,Medium,Small,4.41,Latte
Monday,Afternoon,Cloudy,Tired,Alone,Home,6.1,High,Iced,Whole Milk,Medium,Medium,Medium,3.16,Cappuccino
Thursday,Morning,Sunny,Tired,Alone,Home,6.3,Low,Hot,Almond Milk,Low,Medium,Medium,6.81,Americano
Wednesday,Evening,Rainy,Tired,Alone,Home,7.2,Low,Hot,Almond Milk,Medium,Decaf,Medium,5.57,Latte
Sunday,Morning,Cold/Snowy,Relaxed,Alone,Cafe,3.0,Medium,Iced,Oat Milk,None,Medium,Medium,4.27,Cappuccino
Monday,Morning,Sunny,Stressed,Alone,On-the-Go,6.7,High,Hot,None (Black),None,Medium,Large,2.65,Espresso
Wednesday,Morning,Cold/Snowy,Tired,With Friends,Office,4.8,High,Hot,Oat Milk,High,Medium,Large,5.19,Espresso
Sunday,Morning,Cloudy,Stressed,Alone,Home,7.0,High,Hot,Oat Milk,Medium,Light,Medium,7.12,Espresso
Saturday,Afternoon,Rainy,Energetic,Alone,Home,4.9,High,Hot,Whole Milk,High,Light,Large,5.48,Latte
Saturday,Morning,Sunny,Stressed,Alone,Office,5.2,Low,Hot,None (Black),None,Light,Medium,7.36,Espresso
Tuesday,Evening,Sunny,Tired,With Colleague,On-the-Go,6.1,Low,Hot,Almond Milk,None,Strong,Large,3.18,Cappuccino
Tuesday,Morning,Cold/Snowy,Relaxed,Alone,Home,4.9,Low,Hot,Whole Milk,Low,Medium,Medium,5.34,Americano
Friday,Morning,Sunny,Tired,With Friends,Cafe,5.8,Medium,Hot,None (Black),Low,Decaf,Medium,6.49,Americano
Sunday,Morning,Cloudy,Stressed,Alone,Office,4.7,High,Iced,None (Black),None,Light,Medium,5.13,Espresso
Thursday,Morning,Sunny,Tired,With Friends,Home,3.8,High,Iced,Whole Milk,Medium,Light,Medium,2.96,Americano
Thursday,Morning,Sunny,Energetic,Alone,Office,8.0,Low,Hot,Whole Milk,Low,Medium,Medium,5.41,Latte
Tuesday,Morning,Sunny,Energetic,Alone,Home,4.6,Medium,Hot,None (Black),None,Light,Medium,5.56,Cappuccino
Saturday,Morning,Rainy,Energetic,Alone,Cafe,6.2,High,Hot,Whole Milk,Low,Medium,Small,6.14,Americano
Tuesday,Morning,Cold/Snowy,Tired,Alone,Home,7.6,Medium,Hot,Oat Milk,Low,Medium,Medium,6.31,Americano
Wednesday,Afternoon,Sunny,Relaxed,Alone,Cafe,5.6,Low,Hot,Whole Milk,Medium,Strong,Large,6.35,Flat White
Wednesday,Afternoon,Sunny,Tired,With Friends,Home,5.3,Medium,Hot,None (Black),Low,Medium,Medium,5.82,Iced Latte
Thursday,Morning,Sunny,Stressed,Alone,On-the-Go,6.8,Medium,Iced,Whole Milk,Low,Medium,Medium,3.58,Espresso
Tuesday,Morning,Rainy,Relaxed,Alone,Home,8.2,Medium,Hot,None (Black),None,Medium,Medium,4.52,Cappuccino
Monday,Night,Rainy,Stressed,Alone,On-the-Go,4.7,Medium,Hot,None (Black),High,Medium,Small,6.38,Decaf Latte
Friday,Afternoon,Cold/Snowy,Stressed,With Friends,Cafe,6.3,Low,Hot,Whole Milk,High,Strong,Medium,7.27,Latte
Tuesday,Afternoon,Rainy,Stressed,On a Date,On-the-Go,3.9,High,Hot,Oat Milk,Medium,Medium,Medium,2.89,Americano
Thursday,Morning,Rainy,Energetic,With Friends,Office,5.9,Medium,Iced,Whole Milk,None,Medium,Large,5.18,Latte
Tuesday,Afternoon,Sunny,Relaxed,Alone,Cafe,6.6,Medium,Hot,None (Black),Low,Medium,Small,4.06,Flat White
Thursday,Afternoon,Cold/Snowy,Tired,With Friends,Office,5.2,High,Iced,Whole Milk,Medium,Strong,Medium,3.63,Americano
Thursday,Afternoon,Sunny,Stressed,With Colleague,Home,5.8,Low,Hot,Whole Milk,High,Medium,Small,5.03,Iced Latte
Monday,Night,Sunny,Stressed,With Colleague,Office,4.4,Low,Hot,Almond Milk,High,Strong,Medium,5.53,Macchiato
Wednesday,Morning,Cloudy,Energetic,Alone,Home,6.6,High,Iced,Almond Milk,Medium,Light,Medium,2.55,Americano
Monday,Morning,Rainy,Tired,Alone,On-the-Go,8.1,Medium,Hot,None (Black),None,Medium,Medium,6.4,Espresso
Monday,Afternoon,Rainy,Energetic,Alone,Home,4.9,High,Hot,None (Black),High,Strong,Medium,6.6,Latte
Sunday,Evening,Rainy,Relaxed,Alone,Office,5.6,Medium,Iced,None (Black),Medium,Medium,Medium,7.33,Americano
Wednesday,Morning,Cloudy,Melancholic,With Friends,Office,7.3,Low,Hot,Oat Milk,Medium,Strong,Medium,3.4,Cappuccino
Saturday,Morning,Sunny,Energetic,Alone,Office,8.3,Medium,Iced,None (Black),Low,Light,Large,5.47,Flat White
Tuesday,Morning,Cloudy,Stressed,Alone,Cafe,4.3,Low,Hot,None (Black),Low,Strong,Medium,4.63,Espresso
Friday,Morning,Rainy,Melancholic,With Friends,Home,6.2,High,Hot,Whole Milk,Low,Medium,Medium,4.17,Latte
Saturday,Afternoon,Rainy,Tired,With Colleague,Office,6.9,Medium,Hot,None (Black),None,Light,Medium,5.33,Flat White
Friday,Afternoon,Rainy,Tired,Alone,Home,6.3,High,Iced,None (Black),Low,Strong,Large,6.41,Flat White
Thursday,Morning,Sunny,Stressed,With Friends,On-the-Go,3.0,High,Hot,Whole Milk,Medium,Medium,Medium,2.62,Espresso
Wednesday,Morning,Cloudy,Relaxed,Alone,Cafe,7.3,Low,Hot,None (Black),None,Decaf,Large,7.35,Flat White
Wednesday,Morning,Rainy,Relaxed,With Colleague,On-the-Go,8.8,High,Hot,Whole Milk,None,Light,Small,6.55,Latte
Sunday,Morning,Sunny,Energetic,With Colleague,Home,6.7,Medium,Hot,Almond Milk,None,Medium,Medium,6.26,Espresso
Saturday,Afternoon,Rainy,Tired,Alone,Home,5.0,Medium,Hot,None (Black),Low,Strong,Medium,6.3,Cold Brew
Sunday,Night,Cold/Snowy,Energetic,With Friends,Home,5.7,High,Hot,Whole Milk,High,Light,Medium,4.45,Decaf Latte
Monday,Evening,Rainy,Tired,With Colleague,Home,9.2,Medium,Iced,Almond Milk,None,Medium,Medium,6.26,Latte
Friday,Morning,Cold/Snowy,Tired,Alone,Home,7.9,Medium,Hot,Oat Milk,None,Light,Medium,4.43,Espresso
Sunday,Evening,Sunny,Relaxed,Alone,Cafe,7.5,Medium,Hot,Whole Milk,High,Medium,Medium,6.99,Cappuccino
Tuesday,Afternoon,Sunny,Tired,With Colleague,Home,7.0,Medium,Hot,Whole Milk,Medium,Light,Small,3.39,Iced Latte
Monday,Afternoon,Sunny,Relaxed,Alone,Office,5.5,Low,Hot,None (Black),None,Light,Medium,3.96,Cold Brew
Friday,Morning,Rainy,Energetic,Alone,On-the-Go,6.2,Medium,Iced,Whole Milk,Medium,Light,Small,5.26,Cappuccino
Thursday,Morning,Sunny,Stressed,With Colleague,Cafe,6.4,Low,Hot,Almond Milk,Medium,Medium,Small,4.1,Espresso
Saturday,Morning,Sunny,Tired,With Friends,Office,7.3,Low,Hot,Whole Milk,Medium,Strong,Medium,4.62,Americano
Monday,Morning,Cold/Snowy,Tired,Alone,Office,8.8,Low,Hot,Whole Milk,Low,Medium,Medium,4.96,Espresso
Saturday,Morning,Cloudy,Tired,Alone,Office,8.2,Medium,Iced,None (Black),High,Light,Medium,6.78,Espresso
Tuesday,Morning,Cloudy,Melancholic,Alone,Home,4.4,Medium,Iced,Whole Milk,None,Medium,Medium,5.12,Latte
Tuesday,Morning,Sunny,Relaxed,Alone,Office,6.8,High,Hot,Whole Milk,None,Strong,Medium,4.31,Americano
Tuesday,Afternoon,Sunny,Energetic,Alone,Office,7.6,Medium,Hot,Whole Milk,Low,Light,Medium,3.74,Latte
Saturday,Morning,Sunny,Tired,With Friends,On-the-Go,7.4,Medium,Hot,None (Black),Low,Light,Large,4.54,Americano
Friday,Morning,Cloudy,Melancholic,Alone,Cafe,5.6,Medium,Hot,Whole Milk,High,Light,Medium,5.08,Cappuccino
Thursday,Night,Cold/Snowy,Tired,Alone,Office,10.0,Medium,Hot,Whole Milk,Low,Medium,Medium,6.23,Decaf Latte
Wednesday,Evening,Rainy,Tired,Alone,Office,4.6,Medium,Iced,None (Black),None,Medium,Medium,3.11,Americano
Saturday,Afternoon,Sunny,Stressed,On a Date,Home,4.9,High,Hot,None (Black),Low,Medium,Medium,3.61,Iced Latte
Wednesday,Night,Rainy,Melancholic,Alone,Cafe,6.9,High,Iced,None (Black),Low,Light,Medium,4.4,Decaf Latte
Saturday,Afternoon,Sunny,Tired,Alone,Office,9.7,High,Hot,Whole Milk,High,Medium,Medium,4.3,Cappuccino
Wednesday,Night,Sunny,Tired,Alone,Home,5.2,High,Iced,Whole Milk,Low,Strong,Medium,4.46,Macchiato
Wednesday,Morning,Rainy,Melancholic,With Friends,Home,6.1,Medium,Hot,Oat Milk,Medium,Light,Medium,6.47,Latte
Thursday,Morning,Cloudy,Tired,With Friends,Home,8.1,Medium,Hot,None (Black),Medium,Strong,Small,4.12,Espresso
Wednesday,Morning,Sunny,Tired,Alone,Cafe,6.5,Medium,Iced,Almond Milk,Medium,Medium,Medium,5.01,Americano
Friday,Morning,Sunny,Stressed,Alone,Home,6.0,Medium,Hot,Whole Milk,Medium,Light,Medium,5.62,Americano
Thursday,Morning,Cold/Snowy,Relaxed,Alone,Office,7.3,High,Hot,Whole Milk,None,Medium,Medium,3.66,Cappuccino
Tuesday,Afternoon,Sunny,Energetic,Alone,Office,6.9,Medium,Iced,None (Black),Medium,Strong,Medium,6.09,Espresso
Sunday,Afternoon,Sunny,Melancholic,Alone,Office,8.0,High,Hot,None (Black),Medium,Medium,Medium,5.24,Americano
Wednesday,Afternoon,Sunny,Stressed,Alone,On-the-Go,8.4,Medium,Hot,Almond Milk,Medium,Strong,Small,4.73,Latte
Thursday,Morning,Sunny,Tired,Alone,On-the-Go,7.0,High,Iced,None (Black),High,Medium,Medium,6.55,Americano
Sunday,Evening,Sunny,Melancholic,Alone,Office,6.9,Medium,Iced,None (Black),Medium,Medium,Medium,3.72,Cold Brew
Friday,Afternoon,Cloudy,Energetic,Alone,Home,6.8,Medium,Iced,None (Black),Medium,Strong,Medium,6.92,Flat White
Monday,Morning,Sunny,Tired,With Friends,Office,7.2,Medium,Hot,Oat Milk,High,Strong,Medium,5.31,Espresso
Sunday,Afternoon,Rainy,Stressed,Alone,Office,6.6,High,Iced,None (Black),None,Medium,Medium,5.55,Espresso
Friday,Morning,Cloudy,Tired,Alone,Office,6.5,High,Iced,None (Black),Low,Medium,Large,6.88,Espresso
Wednesday,Morning,Rainy,Tired,Alone,Cafe,8.3,Low,Iced,Whole Milk,Low,Decaf,Medium,6.59,Espresso
Monday,Evening,Cold/Snowy,Tired,On a Date,Home,8.8,Medium,Iced,Whole Milk,Low,Medium,Medium,5.51,Americano
Saturday,Morning,Cold/Snowy,Energetic,With Colleague,Office,4.2,Medium,Hot,Whole Milk,Medium,Medium,Medium,6.27,Latte
Friday,Morning,Sunny,Relaxed,Alone,Home,6.5,High,Hot,Whole Milk,Medium,Light,Medium,4.67,Cappuccino
Thursday,Evening,Cloudy,Stressed,Alone,Cafe,5.5,Medium,Hot,Oat Milk,Medium,Medium,Medium,5.24,Cappuccino
Sunday,Afternoon,Rainy,Melancholic,Alone,Office,6.0,Low,Iced,Oat Milk,High,Medium,Large,2.81,Cappuccino
Saturday,Morning,Cold/Snowy,Tired,Alone,Cafe,7.1,Medium,Hot,Oat Milk,None,Strong,Medium,2.95,Espresso
Tuesday,Morning,Rainy,Tired,Alone,Home,7.5,Medium,Iced,None (Black),Medium,Medium,Medium,6.65,Espresso
Wednesday,Morning,Cold/Snowy,Tired,With Friends,Office,6.3,Low,Iced,Oat Milk,Low,Medium,Small,2.8,Espresso
Tuesday,Afternoon,Cloudy,Tired,Alone,Cafe,3.6,Medium,Iced,None (Black),Low,Strong,Medium,3.35,Latte
Friday,Morning,Sunny,Tired,With Colleague,Home,5.1,High,Iced,None (Black),None,Light,Large,6.48,Americano
Monday,Morning,Rainy,Relaxed,Alone,Cafe,7.8,High,Iced,Almond Milk,Medium,Medium,Medium,2.51,Flat White
Thursday,Night,Cold/Snowy,Melancholic,With Colleague,Office,3.0,Low,Iced,Oat Milk,Low,Medium,Medium,3.91,Decaf Latte
Saturday,Afternoon,Cold/Snowy,Melancholic,With Colleague,Office,8.3,High,Iced,Whole Milk,Medium,Light,Large,5.42,Americano
Saturday,Morning,Sunny,Tired,Alone,Office,7.3,Medium,Hot,Oat Milk,Low,Medium,Small,5.48,Americano
Wednesday,Afternoon,Cloudy,Relaxed,Alone,Office,8.5,Low,Hot,Almond Milk,None,Light,Medium,6.39,Americano
Saturday,Afternoon,Sunny,Tired,Alone,Office,6.2,Low,Hot,Whole Milk,Low,Light,Large,5.03,Cappuccino
Monday,Morning,Sunny,Tired,Alone,Office,3.4,Low,Hot,Whole Milk,Low,Light,Medium,5.05,Americano
Saturday,Morning,Rainy,Relaxed,Alone,Cafe,7.1,High,Hot,Oat Milk,High,Strong,Small,6.13,Cappuccino
Monday,Evening,Sunny,Stressed,With Friends,Office,8.4,Low,Iced,None (Black),None,Medium,Small,4.99,Cappuccino
Wednesday,Morning,Cloudy,Tired,Alone,Home,7.9,Low,Iced,None (Black),High,Medium,Medium,5.54,Espresso
Saturday,Afternoon,Sunny,Energetic,On a Date,Home,5.5,High,Hot,Oat Milk,High,Medium,Small,6.99,Iced Latte
Monday,Morning,Cloudy,Tired,Alone,Home,6.6,Medium,Iced,None (Black),High,Medium,Medium,4.51,Espresso
Tuesday,Morning,Sunny,Stressed,On a Date,Office,5.7,High,Hot,None (Black),Low,Medium,Small,4.43,Americano
Friday,Morning,Sunny,Energetic,Alone,Cafe,5.3,Medium,Hot,None (Black),High,Medium,Medium,2.52,Espresso
Friday,Morning,Sunny,Melancholic,With Colleague,Cafe,7.9,Low,Iced,Whole Milk,Low,Light,Medium,5.57,Latte
Friday,Morning,Sunny,Tired,Alone,Home,4.7,High,Hot,Almond Milk,None,Medium,Medium,2.65,Americano
Friday,Morning,Sunny,Energetic,Alone,On-the-Go,5.2,Low,Iced,Whole Milk,None,Light,Medium,5.02,Americano
Thursday,Evening,Sunny,Energetic,With Colleague,Office,4.8,Medium,Hot,Whole Milk,High,Light,Medium,6.52,Cappuccino
Tuesday,Night,Rainy,Energetic,Alone,On-the-Go,4.3,Medium,Hot,Almond Milk,None,Strong,Small,5.25,Decaf Latte
Wednesday,Afternoon,Sunny,Tired,With Friends,Cafe,6.7,Low,Iced,Almond Milk,Low,Medium,Small,3.85,Iced Latte
Tuesday,Evening,Rainy,Stressed,With Friends,Cafe,8.2,High,Hot,Whole Milk,None,Medium,Small,6.43,Cold Brew
Sunday,Morning,Sunny,Relaxed,Alone,Home,6.2,Medium,Iced,Almond Milk,None,Medium,Medium,3.85,Americano
Thursday,Night,Cold/Snowy,Melancholic,Alone,Home,4.2,Low,Hot,Whole Milk,None,Medium,Small,6.17,Decaf Latte
Wednesday,Morning,Cold/Snowy,Relaxed,With Friends,Home,7.8,High,Hot,None (Black),Medium,Medium,Medium,5.55,Cappuccino
Thursday,Night,Rainy,Relaxed,Alone,Cafe,9.0,Medium,Iced,None (Black),Low,Medium,Medium,3.35,Cappuccino
Sunday,Night,Sunny,Stressed,With Friends,Office,5.5,Medium,Iced,Whole Milk,High,Medium,Large,7.03,Decaf Latte
Tuesday,Afternoon,Sunny,Relaxed,With Colleague,Cafe,5.8,Medium,Hot,Whole Milk,Medium,Strong,Medium,3.5,Frappuccino
Thursday,Night,Cold/Snowy,Tired,Alone,Office,7.3,High,Hot,Whole Milk,High,Strong,Medium,7.45,Decaf Latte
Thursday,Afternoon,Sunny,Energetic,Alone,Cafe,8.9,Low,Iced,Whole Milk,Low,Medium,Medium,2.54,Latte
Friday,Morning,Sunny,Tired,With Friends,Home,5.7,Medium,Hot,None (Black),Medium,Strong,Medium,3.82,Espresso
Monday,Morning,Sunny,Energetic,Alone,Home,4.5,Medium,Hot,None (Black),Low,Medium,Medium,3.5,Cold Brew
Saturday,Afternoon,Sunny,Tired,Alone,Office,7.4,Low,Iced,Whole Milk,Low,Medium,Large,2.57,Espresso
Sunday,Morning,Sunny,Melancholic,Alone,Office,7.7,Medium,Hot,None (Black),Medium,Light,Medium,6.16,Cappuccino
Thursday,Afternoon,Cloudy,Tired,Alone,Office,6.5,Medium,Hot,Whole Milk,Medium,Medium,Large,5.97,Flat White
Friday,Night,Sunny,Tired,Alone,Cafe,5.7,Medium,Hot,Whole Milk,Medium,Strong,Medium,6.46,Decaf Latte
Sunday,Morning,Rainy,Energetic,Alone,Home,8.0,Low,Iced,Whole Milk,Medium,Strong,Large,3.78,Latte
Friday,Afternoon,Sunny,Tired,With Colleague,Office,7.3,Medium,Hot,None (Black),None,Strong,Medium,4.72,Iced Latte
Tuesday,Evening,Sunny,Tired,Alone,Cafe,5.3,High,Iced,Whole Milk,Medium,Light,Medium,5.8,Latte
Thursday,Evening,Cold/Snowy,Tired,Alone,Home,6.6,Medium,Hot,Oat Milk,None,Medium,Medium,4.7,Latte
Friday,Night,Sunny,Energetic,On a Date,On-the-Go,4.5,Medium,Hot,Almond Milk,Low,Light,Medium,5.99,Decaf Latte
Wednesday,Afternoon,Cloudy,Energetic,With Friends,On-the-Go,7.5,Low,Hot,Oat Milk,Medium,Medium,Medium,5.67,Americano
Friday,Night,Rainy,Relaxed,With Colleague,Home,6.1,Medium,Hot,Whole Milk,High,Medium,Medium,3.07,Decaf Latte
Sunday,Afternoon,Sunny,Stressed,Alone,Home,5.8,Low,Hot,None (Black),None,Medium,Medium,6.41,Espresso
Sunday,Morning,Cold/Snowy,Energetic,With Colleague,Office,6.5,Medium,Hot,Whole Milk,None,Medium,Large,6.1,Espresso
Thursday,Morning,Sunny,Tired,Alone,Cafe,6.6,Medium,Iced,Almond Milk,None,Medium,Medium,5.78,Espresso
Monday,Afternoon,Cold/Snowy,Tired,Alone,Office,7.8,High,Iced,None (Black),Low,Medium,Large,3.28,Americano
Sunday,Morning,Sunny,Relaxed,Alone,Office,7.4,Medium,Hot,None (Black),Medium,Light,Medium,3.84,Americano
Saturday,Afternoon,Cold/Snowy,Tired,Alone,Cafe,6.3,High,Iced,None (Black),Medium,Strong,Small,4.47,Flat White
Monday,Afternoon,Sunny,Tired,With Colleague,Home,7.6,Medium,Iced,Whole Milk,Medium,Decaf,Small,3.9,Iced Latte
Sunday,Morning,Rainy,Relaxed,Alone,Cafe,7.1,High,Hot,Whole Milk,Medium,Decaf,Medium,3.64,Cappuccino
Saturday,Afternoon,Cloudy,Energetic,With Friends,Cafe,5.9,Medium,Hot,None (Black),Low,Strong,Medium,6.53,Espresso
Thursday,Afternoon,Cold/Snowy,Tired,With Friends,Office,6.3,Medium,Hot,Oat Milk,None,Strong,Medium,5.69,Espresso
Friday,Morning,Cold/Snowy,Tired,With Friends,On-the-Go,6.3,High,Hot,Whole Milk,None,Medium,Medium,5.33,Espresso
Wednesday,Morning,Cloudy,Melancholic,Alone,Cafe,7.3,Low,Hot,None (Black),Medium,Decaf,Medium,3.63,Americano
Monday,Morning,Cold/Snowy,Relaxed,With Friends,Home,5.9,Low,Hot,None (Black),Medium,Light,Medium,7.09,Latte
Wednesday,Morning,Sunny,Stressed,Alone,Office,5.9,Low,Hot,None (Black),Medium,Strong,Large,3.46,Americano
Saturday,Evening,Sunny,Energetic,Alone,Office,9.5,High,Iced,Whole Milk,Low,Strong,Medium,6.47,Latte
Monday,Morning,Sunny,Energetic,On a Date,Home,7.9,Low,Iced,None (Black),Low,Medium,Medium,7.33,Latte
Wednesday,Afternoon,Sunny,Melancholic,Alone,On-the-Go,5.4,High,Hot,Whole Milk,High,Light,Large,6.14,Latte
Wednesday,Morning,Sunny,Melancholic,Alone,Home,7.4,Medium,Iced,Oat Milk,None,Decaf,Medium,7.46,Cappuccino
Thursday,Morning,Rainy,Tired,With Colleague,Cafe,6.7,Low,Hot,Whole Milk,Medium,Decaf,Medium,5.76,Espresso
Sunday,Evening,Sunny,Relaxed,Alone,Office,7.1,Medium,Iced,None (Black),Low,Medium,Large,3.59,Espresso
Wednesday,Afternoon,Cloudy,Tired,With Friends,Home,6.7,Low,Hot,Whole Milk,None,Decaf,Medium,3.52,Cold Brew
Wednesday,Morning,Sunny,Tired,Alone,On-the-Go,8.3,Medium,Hot,Oat Milk,Medium,Strong,Medium,4.12,Espresso
Friday,Morning,Sunny,Stressed,Alone,On-the-Go,7.0,Medium,Hot,None (Black),Low,Light,Medium,2.54,Americano
Thursday,Morning,Rainy,Energetic,Alone,Office,6.4,Medium,Hot,None (Black),Medium,Medium,Medium,5.91,Latte
Tuesday,Morning,Cloudy,Melancholic,Alone,Home,8.1,Low,Hot,Whole Milk,Medium,Light,Small,3.84,Cappuccino
Thursday,Afternoon,Cloudy,Tired,Alone,Home,6.8,Medium,Hot,Whole Milk,Low,Medium,Large,6.58,Cappuccino
Monday,Morning,Rainy,Energetic,With Friends,Office,6.7,High,Hot,None (Black),Medium,Light,Large,4.3,Latte
Tuesday,Morning,Sunny,Melancholic,Alone,Home,7.0,Medium,Hot,Whole Milk,Low,Strong,Large,4.9,Americano
Thursday,Morning,Rainy,Melancholic,On a Date,Office,6.4,High,Iced,Whole Milk,None,Medium,Medium,7.33,Latte
Wednesday,Evening,Sunny,Tired,Alone,On-the-Go,6.5,Low,Hot,Almond Milk,Medium,Light,Small,3.71,Cold Brew
Sunday,Night,Sunny,Energetic,Alone,Office,5.6,High,Iced,None (Black),Low,Strong,Small,6.11,Decaf Latte
Wednesday,Morning,Rainy,Stressed,With Friends,On-the-Go,5.4,Medium,Iced,Oat Milk,None,Medium,Large,6.28,Americano
Thursday,Afternoon,Sunny,Tired,With Colleague,Cafe,5.0,Low,Hot,None (Black),High,Strong,Medium,3.6,Frappuccino
Friday,Morning,Sunny,Melancholic,Alone,Office,4.4,High,Hot,Whole Milk,Low,Strong,Medium,5.0,Flat White
Monday,Morning,Cold/Snowy,Melancholic,With Friends,On-the-Go,5.2,High,Iced,Whole Milk,Medium,Strong,Medium,4.25,Americano
Friday,Afternoon,Cold/Snowy,Tired,With Colleague,Office,6.2,Medium,Hot,Whole Milk,Medium,Light,Medium,6.36,Americano
Tuesday,Evening,Sunny,Tired,Alone,On-the-Go,6.7,Low,Iced,Oat Milk,Low,Light,Medium,5.61,Cappuccino
Sunday,Night,Sunny,Tired,With Colleague,Home,6.1,Medium,Hot,None (Black),Low,Strong,Medium,4.88,Decaf Latte
Monday,Afternoon,Sunny,Melancholic,Alone,Home,3.0,Medium,Hot,Whole Milk,Low,Medium,Medium,6.4,Americano
Wednesday,Morning,Sunny,Tired,With Friends,On-the-Go,8.9,High,Hot,None (Black),Low,Light,Large,3.68,Americano
Monday,Afternoon,Cold/Snowy,Energetic,On a Date,Office,8.1,Low,Hot,Whole Milk,Medium,Strong,Small,6.27,Latte
Sunday,Morning,Sunny,Energetic,With Friends,On-the-Go,7.2,High,Iced,None (Black),Medium,Medium,Medium,6.83,Cappuccino
Thursday,Afternoon,Cloudy,Stressed,Alone,On-the-Go,9.4,Medium,Iced,Oat Milk,None,Medium,Medium,6.89,Cappuccino
Friday,Morning,Sunny,Tired,Alone,Home,5.0,High,Iced,Oat Milk,Medium,Strong,Large,6.42,Americano
Monday,Afternoon,Cold/Snowy,Tired,With Colleague,Office,9.3,High,Hot,Oat Milk,High,Strong,Medium,4.54,Latte
Friday,Morning,Sunny,Melancholic,Alone,Office,5.1,Medium,Hot,None (Black),Low,Medium,Medium,7.41,Americano
Tuesday,Morning,Cloudy,Melancholic,Alone,Office,6.9,Medium,Hot,Whole Milk,Medium,Medium,Medium,4.4,Cappuccino
Sunday,Evening,Sunny,Relaxed,With Friends,Cafe,4.6,High,Iced,None (Black),Medium,Medium,Medium,5.69,Cappuccino
Tuesday,Morning,Rainy,Tired,Alone,Home,6.5,Medium,Hot,Oat Milk,Low,Medium,Large,3.31,Espresso
Tuesday,Afternoon,Sunny,Tired,Alone,Office,7.1,Medium,Hot,Whole Milk,Low,Light,Large,7.4,Americano
Monday,Morning,Sunny,Stressed,Alone,Cafe,6.3,Medium,Iced,Whole Milk,Medium,Medium,Medium,6.02,Espresso
Thursday,Morning,Cold/Snowy,Tired,Alone,Home,7.6,Low,Hot,Whole Milk,Low,Medium,Medium,6.27,Espresso
